Churn_Score,Total_Charges,Tenure_Months,Monthly_Charge,Contract_Month-to-month,CLTV,Latitude,Zip_Code,Longitude,Online_Security,Churn_Label,Senior_Citizen,Partner,Dependents,Paperless_Billing,Tech_Support,Device_Protection,Payment_Method_Bank transfer (automatic),Payment_Method_Credit card (automatic),Payment_Method_Electronic check,Payment_Method_Mailed check,Internet_Service_DSL,Internet_Service_Fiber optic,Internet_Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,CustomerID
82,573.3,6,89.5,TRUE,2898,34.074087,91764,-117.605618,0,1,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2990-HWIML
83,99.75,3,35.15,TRUE,2987,34.102119,91773,-117.815532,0,1,0,1,0,1,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7384-GHBPI
78,871.4,12,73.75,TRUE,2010,34.114772,91775,-118.089431,0,1,0,0,1,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,7603-USHJS
68,780.5,8,101.35,TRUE,5546,34.089927,91776,-118.095645,0,1,1,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,7234-FECYN
87,365.35,6,55.9,TRUE,4914,34.024405,91792,-117.898722,1,1,0,1,1,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5876-HZVZM
71,334.65,3,105.9,TRUE,2715,34.090925,91801,-118.128164,0,1,1,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1400-MMYXY
76,43.95,1,43.95,TRUE,3238,32.827184,91901,-116.703729,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3085-QUOZK
77,45.1,1,45.1,TRUE,4884,32.673483,91906,-116.472863,0,1,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3926-CUQZX
69,2868.05,41,70.25,TRUE,3407,32.857946,91931,-116.561917,0,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1041-RXHRA
70,449.75,9,55.35,TRUE,2688,32.579134,91932,-117.119009,0,1,0,0,1,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1750-CSKKM
99,4414.3,43,103,TRUE,2505,32.830852,91948,-116.444601,0,1,1,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,7142-HVGBG
81,3361.05,33,103.75,FALSE,3824,32.726627,91977,-116.994608,1,1,0,1,0,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8267-ZNYVZ
88,69.35,1,69.35,TRUE,2843,33.148116,92008,-117.306043,0,1,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6457-GIRWB
72,4092.85,56,73.85,TRUE,5276,32.948262,92014,-117.256086,0,1,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1450-SKCVI
78,216.75,3,75.15,TRUE,2270,33.054579,92024,-117.25665,0,1,0,1,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5570-PTWEH
87,69.6,1,69.6,TRUE,2072,33.141265,92027,-116.967221,0,1,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6502-MJQAE
84,385,5,80.15,TRUE,5124,32.980678,92036,-116.262854,0,1,0,1,1,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,7693-LCKZL
74,30.5,1,30.5,TRUE,5171,33.309852,92060,-116.823091,1,1,0,1,1,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0032-PGELS
98,6859.5,70,98.3,FALSE,4794,32.984395,92064,-117.013454,0,1,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6797-LNAQX
89,5121.3,48,107.4,TRUE,4956,33.001813,92075,-117.263628,0,1,0,0,0,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6394-MFYNG
99,1127.2,13,82,TRUE,3363,33.119028,92078,-117.166036,0,1,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1564-NTYXF
74,1747.85,24,75.4,TRUE,2325,32.747484,92103,-117.166877,0,1,0,1,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,8155-IBNHG
77,2754.45,27,101.25,TRUE,4853,32.741499,92104,-117.127409,1,1,1,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0886-QGENL
90,2196.15,25,89.5,TRUE,4849,32.787836,92109,-117.232376,0,1,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,8739-WWKDU
81,1692.6,22,74.4,TRUE,2407,32.76501,92110,-117.19938,0,1,1,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,8685-WHQPW
84,20.5,1,20.5,TRUE,3731,32.805518,92111,-117.169052,,1,0,0,0,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4745-LSPLO
73,265.35,4,74.35,TRUE,3622,32.697098,92113,-117.116587,0,1,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,8083-YTZES
68,1836.25,18,99.75,TRUE,5857,32.707892,92114,-117.05512,0,1,1,1,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,7240-FQLHE
91,6418.9,56,111.95,FALSE,4060,32.762506,92115,-117.07245,0,1,1,0,0,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6664-FPDAC
92,679.85,16,39,TRUE,5692,32.808814,92123,-117.134694,0,1,1,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0786-VSSUD
94,2804.45,30,94.1,TRUE,5255,32.957195,92130,-117.202542,0,1,0,1,0,1,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3976-BWUCK
95,778.1,8,95.65,TRUE,5335,33.713891,92201,-116.237257,0,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3585-ISXZP
87,4367.35,50,88.05,TRUE,5813,33.537646,92210,-116.291089,0,1,1,1,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6583-QGCSI
65,2728.6,41,66.5,FALSE,2517,33.946982,92223,-116.977672,0,1,0,1,0,1,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4174-LPGTI
70,106.85,3,35.45,TRUE,2095,33.929812,92230,-116.76058,1,1,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2108-XWMPY
73,130.1,3,49.9,TRUE,5585,33.143826,92233,-115.497485,0,1,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6304-IJFSQ
93,4036.85,40,104.5,TRUE,2832,33.832799,92241,-116.250973,0,1,0,0,0,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0093-XWZFY
83,256.25,3,75.05,TRUE,3553,32.770393,92243,-115.60915,0,1,1,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1980-KXVPM
78,1917.1,23,81,TRUE,5701,32.730583,92249,-115.501083,0,1,0,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,7703-ZEKEF
94,74.45,1,74.45,TRUE,2394,32.811001,92250,-115.152865,0,1,1,1,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0723-DRCLG
90,272.15,4,60.4,TRUE,5730,32.858595,92251,-115.662709,1,1,0,0,0,1,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5482-NUPNA
82,70.65,1,70.65,TRUE,3463,32.698964,92259,-115.886656,0,1,0,1,1,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1122-JWTJW
69,727.8,12,59.8,FALSE,4581,33.745746,92264,-116.514215,0,1,0,0,0,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1699-HPSBG
87,403.35,9,44.2,TRUE,2029,32.790282,92273,-115.689559,0,1,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,8775-CEBBJ
97,75.75,1,75.75,TRUE,5571,34.264124,92280,-114.717964,0,1,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6894-LFHLY
70,6886.25,67,102.95,TRUE,5620,33.972293,92282,-116.654195,1,1,0,0,0,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0639-TSIQW
77,306.6,4,74.4,TRUE,5839,34.55082,92307,-117.122396,0,1,1,1,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,8361-LTMKD
27,29.85,1,29.85,TRUE,3964,33.973616,90001,-118.24902,0,0,0,1,0,1,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7590-VHVEG
61,1889.5,34,56.95,FALSE,3441,33.949255,90002,-118.246978,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5575-GNVDE
66,1840.75,45,42.3,FALSE,4307,34.076259,90004,-118.310715,1,0,0,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,7795-CFOCW
43,1949.4,22,89.1,TRUE,4459,34.027337,90007,-118.28515,0,0,0,0,1,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1452-KIOVK
51,301.9,10,29.75,TRUE,2013,34.008293,90008,-118.346766,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6713-OKOMC
58,3487.95,62,56.15,FALSE,4529,34.00709,90011,-118.258681,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,6388-TABGU
76,587.45,13,49.95,TRUE,5764,34.065875,90012,-118.238728,1,0,0,1,1,1,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,9763-GRSKD
39,326.8,16,18.95,FALSE,4726,34.044639,90013,-118.240413,,0,0,0,0,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,7469-LKBCI
71,5681.1,58,100.35,FALSE,6432,34.043144,90014,-118.251977,0,0,0,1,0,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8091-TTVAX
75,2686.05,25,105.5,TRUE,5822,34.028331,90016,-118.354338,1,0,0,0,0,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5129-JLPIS
43,7895.15,69,113.25,FALSE,5141,34.052842,90017,-118.264495,1,0,0,1,0,0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3655-SNQYZ
35,1022.95,52,20.65,FALSE,5186,34.028735,90018,-118.317236,,0,0,0,0,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8191-XWSZG
73,7382.25,71,106.7,FALSE,4479,34.049841,90019,-118.33846,1,0,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,9959-WOFKT
57,1862.9,21,90.05,TRUE,5982,34.029043,90021,-118.239504,0,0,0,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4183-MYFRB
77,202.25,12,19.8,FALSE,5279,34.017697,90023,-118.200577,,0,0,1,0,0,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1680-VDCWW
53,3505.1,58,59.9,FALSE,6407,34.046174,90025,-118.446333,0,0,0,1,0,1,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3638-WEABW
79,2970.3,49,59.6,TRUE,4986,34.078991,90026,-118.263804,1,0,0,1,1,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6322-HRPFA
65,1530.6,30,55.3,TRUE,2725,34.127194,90027,-118.295647,1,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6865-JZNKO
21,6369.45,72,90.25,FALSE,5974,34.085807,90031,-118.206617,1,0,0,1,0,1,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5248-YGIJN
38,6766.95,71,96.35,FALSE,5309,34.050198,90033,-118.210946,1,0,1,1,0,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3841-NFECX
69,181.65,2,95.5,TRUE,4449,34.030578,90034,-118.399613,0,0,1,1,0,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4929-XIHVW
66,1874.45,27,66.15,FALSE,3213,34.051809,90035,-118.383843,1,0,0,1,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,6827-IEAUQ
77,20.2,1,20.2,TRUE,5526,34.070291,90036,-118.349191,,0,0,0,0,0,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,7310-EGVHZ
40,45.25,1,45.25,TRUE,3144,34.002642,90037,-118.287596,0,0,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3413-BMNZE
79,7251.7,72,99.9,FALSE,5915,34.088017,90038,-118.327168,1,0,0,1,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6234-RAAPL
41,3548.3,46,74.8,TRUE,3395,33.994524,90040,-118.149953,0,0,0,0,0,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6572-ADKRS
22,475.7,10,49.55,FALSE,2392,33.988543,90043,-118.334081,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,8865-TNMNX
25,4872.35,70,69.2,FALSE,4715,33.952714,90044,-118.292061,1,0,0,1,0,1,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9489-DEDVP
64,418.25,17,20.75,FALSE,3646,33.954017,90045,-118.402447,,0,0,1,0,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,9867-JCZSP
70,4861.45,63,79.85,FALSE,4595,34.108455,90046,-118.362081,1,0,0,0,0,1,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4671-VJLCL
41,981.45,13,76.2,TRUE,2569,33.958149,90047,-118.308441,1,0,0,1,0,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4080-IIARD
71,3906.7,49,84.5,TRUE,6434,34.072945,90048,-118.37267,0,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3714-NTNFO
57,97,2,49.25,TRUE,3805,34.091829,90049,-118.491244,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5948-UJZLF
49,4217.8,52,79.75,FALSE,4142,34.061918,90057,-118.277939,1,0,0,0,0,1,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7639-LIAYI
62,4254.1,69,64.15,FALSE,5128,34.001617,90058,-118.222274,1,0,0,1,0,1,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2954-PIBKO
52,3838.75,43,90.25,TRUE,2223,33.927254,90059,-118.249826,0,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,8012-SOUDQ
25,1752.65,25,69.5,TRUE,3154,34.003553,90062,-118.308933,1,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6575-SUVOI
59,4456.35,60,74.85,FALSE,5153,34.037251,90064,-118.423573,1,0,1,1,0,1,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4667-QONEA
79,6311.2,63,99.65,FALSE,4572,34.002028,90066,-118.430656,1,0,0,1,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8769-KKTPH
74,7076.35,66,108.45,FALSE,4582,34.057496,90067,-118.413959,0,0,1,1,0,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5067-XJQFU
62,894.3,34,24.95,FALSE,5408,34.137411,90068,-118.328915,,0,0,1,0,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3957-SQXML
53,7853.7,72,107.5,FALSE,4708,34.093781,90069,-118.381061,0,0,0,0,0,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5954-BDFSG
70,4707.1,47,100.5,TRUE,4488,34.052917,90071,-118.255178,0,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0434-CSFON
35,5450.7,60,89.9,TRUE,6292,34.102084,90077,-118.451629,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1215-FIGMP
29,2962,72,42.1,FALSE,6091,33.970343,90201,-118.171368,1,0,0,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0526-SXDJP
33,957.1,18,54.4,FALSE,4948,34.099891,90210,-118.414338,0,0,0,1,0,1,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0557-ASKVU
35,244.1,3,75.3,TRUE,5387,34.062095,90212,-118.401508,0,0,0,0,0,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5122-CYFXA
61,3650.35,47,78.9,FALSE,3817,33.88151,90220,-118.234451,0,0,0,1,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8627-ZYGSZ
78,2497.2,31,79.2,FALSE,4984,33.885811,90221,-118.206459,0,0,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3410-YOQBQ
20,930.9,50,20.15,FALSE,5849,33.912246,90222,-118.236773,,0,0,1,0,0,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3170-NMYVV
38,887.35,10,79.85,TRUE,5983,33.993991,90230,-118.39704,1,0,0,0,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,7410-OIEDU
30,49.05,1,49.05,TRUE,3178,34.019323,90232,-118.391902,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2273-QCKXA
26,1090.65,52,20.4,FALSE,5482,33.956228,90240,-118.120993,,0,0,1,0,1,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0731-EBJQB
69,7099,64,111.6,FALSE,4881,33.940884,90241,-118.128628,1,0,1,1,0,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1891-QRQSA
33,1424.6,62,24.25,FALSE,4444,33.921793,90242,-118.140588,,0,0,1,0,1,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,8028-PNXHQ
54,177.4,3,64.5,TRUE,5613,33.917145,90245,-118.401554,1,0,0,0,1,1,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5630-AHZIL
21,6139.5,56,110.5,FALSE,4463,33.890853,90247,-118.297967,1,0,1,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2673-CXQEU
56,2688.85,46,55.65,FALSE,2867,33.876482,90248,-118.284077,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,6416-JNVRK
43,482.25,8,54.65,TRUE,5614,33.90139,90249,-118.315697,1,0,0,1,1,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5590-ZSKRV
55,2111.3,30,74.75,TRUE,3033,33.914775,90250,-118.348083,1,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0191-ZHSKZ
78,1216.6,45,25.9,FALSE,5741,33.86532,90254,-118.396336,,0,0,1,0,1,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3887-PBQAO
28,565.35,11,50.55,TRUE,3443,33.88856,90260,-118.351813,1,0,0,1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,8108-UXRQN
37,4327.5,42,103.8,TRUE,4005,34.037037,90263,-118.705803,0,0,0,0,0,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,9919-YLNNG
37,973.35,49,20.15,FALSE,5422,34.074572,90265,-118.831181,,0,0,1,0,1,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0318-ZOPWS
69,918.75,9,99.3,TRUE,3540,33.889632,90266,-118.39737,0,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4445-ZJNMU
39,2215.45,35,62.15,FALSE,5255,33.988572,90270,-118.186565,1,0,0,1,0,1,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4808-YNLEU
25,1057,48,20.65,FALSE,4124,34.079449,90272,-118.548306,,0,0,1,0,0,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1862-QRWPE
80,927.1,46,19.95,FALSE,5480,33.788208,90274,-118.404955,,0,0,1,0,1,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2796-NNUFI
62,1009.25,29,33.75,TRUE,3664,33.753146,90275,-118.367459,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3016-KSVCP
9,2570.2,30,82.05,TRUE,5036,33.830453,90277,-118.384565,0,0,0,1,1,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4767-HZZHQ
60,74.7,1,74.7,TRUE,4182,33.873395,90278,-118.37019,0,0,1,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2424-WVHPL
24,5714.25,66,84,FALSE,5825,33.944624,90280,-118.192615,1,0,0,1,0,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7233-PAHHL
38,7107,65,111.05,TRUE,5261,34.115192,90290,-118.61017,1,0,0,0,0,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6067-NGCEU
54,7459.05,72,100.9,FALSE,5781,33.991782,90291,-118.479229,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,9848-JQJTX
26,4748.7,71,66.85,FALSE,4117,33.947305,90293,-118.439841,1,0,0,1,0,1,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,9803-FTJCG
66,1107.2,52,21,FALSE,4158,33.975332,90302,-118.355252,,0,0,0,0,0,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3212-KXOCR
77,20.2,1,20.2,TRUE,2710,33.936827,90304,-118.359824,,0,0,0,0,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6380-ARCEH
26,19.45,1,19.45,TRUE,5612,33.958134,90305,-118.330905,,0,0,1,1,0,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3679-XASPY
63,3605.6,38,95,FALSE,4741,34.015481,90401,-118.493231,0,0,0,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7123-WQUHX
